TaskID,TaskName,Type,Importance,Duration,DayOfWeek,StartTime,EndTime,UserID
2187,Mop the floor,Personal,Normal,30,Sunday,17:00,17:30,user1
2188,Play games,Personal,Less Important,30,Wednesday,19:45,20:15,user1
2189,Get a haircut,Personal,More Important,60,Sunday,16:00,17:00,user1
2190,Dinner with friends,Personal,Less Important,45,Saturday,21:45,22:30,user1
2191,Read comics,Personal,Less Important,60,Friday,19:30,20:30,user1
2192,Evening gym workout,Personal,Normal,45,Saturday,18:00,18:45,user1
2193,Watch YouTube,Personal,Less Important,30,Thursday,21:00,21:30,user1
2194,Buy stationery,Personal,More Important,45,Wednesday,12:45,13:30,user1
2195,Play guitar,Personal,Normal,30,Sunday,17:15,17:45,user1
2196,Take notes from an eBook,Education,Important,60,Saturday,18:45,19:45,user1
2197,Paint a picture,Personal,Normal,30,Sunday,15:15,15:45,user1
2198,Product demo with client,Work,Important,45,Tuesday,12:45,13:30,user1
2199,Drop off donation,Personal,More Important,60,Monday,14:00,15:00,user1
2200,Product demo with client,Work,Important,30,Sunday,14:15,14:45,user1
2201,Project sync-up,Work,Important,60,Sunday,15:30,16:30,user1
2202,Weekly team briefing,Work,Important,45,Thursday,9:45,10:30,user1
2203,Cross-department alignment,Work,Important,30,Sunday,13:15,13:45,user1
2204,Write short story,Personal,Normal,60,Tuesday,11:30,12:30,user1
2205,Mail documents,Personal,More Important,60,Monday,12:30,13:30,user1
2206,Practice coding,Education,Important,45,Tuesday,12:30,13:15,user1
2207,Stream live concert,Personal,Less Important,60,Saturday,20:00,21:00,user1
2208,Cycling,Personal,Normal,60,Wednesday,7:45,8:45,user1
2209,Cross-department alignment,Work,Important,60,Wednesday,10:00,11:00,user1
2210,Coffee with a friend,Personal,Less Important,45,Wednesday,14:45,15:30,user1
2211,Listen to music,Personal,Less Important,60,Sunday,20:00,21:00,user1
2212,Mail documents,Personal,More Important,45,Monday,14:15,15:00,user1
2213,Read a technical article,Education,Important,45,Sunday,19:15,20:00,user1
2214,Join an online gaming session,Personal,Less Important,30,Thursday,22:45,23:15,user1
2215,Pick up package,Personal,More Important,60,Friday,12:15,13:15,user1
2216,Project sync-up,Work,Important,45,Monday,12:00,12:45,user1
2217,Design a presentation,Work,More Important,30,Tuesday,14:15,14:45,user1
2218,Organize closet,Personal,Normal,30,Friday,16:45,17:15,user1
2219,Clean the bathroom,Personal,Normal,30,Sunday,16:15,16:45,user1
2220,Read a technical article,Education,Important,45,Wednesday,14:45,15:30,user1
2221,Read a book,Education,More Important,45,Tuesday,19:00,19:45,user1
2222,Respond to work emails,Work,More Important,30,Saturday,13:15,13:45,user1
2223,Respond to work emails,Work,More Important,45,Wednesday,13:15,14:00,user1
2224,Take notes from an eBook,Education,Important,60,Friday,14:45,15:45,user1
2225,Weekly team briefing,Work,Important,60,Wednesday,9:30,10:30,user1
2226,Watch YouTube,Personal,Less Important,30,Sunday,21:30,22:00,user1
2227,Get a haircut,Personal,More Important,60,Monday,12:30,13:30,user1
2228,Explore new tools,Education,Important,30,Monday,9:30,10:00,user1
2229,Complete a coding challenge,Education,Important,45,Sunday,12:45,13:30,user1
2230,Grocery shopping,Personal,More Important,45,Saturday,15:30,16:15,user1
2231,Cycling,Personal,Normal,30,Tuesday,7:30,8:00,user1
2232,Drop off donation,Personal,More Important,30,Saturday,11:00,11:30,user1
2233,Weekly team briefing,Work,Important,45,Thursday,9:30,10:15,user1
2234,Solve math problems,Education,More Important,30,Saturday,17:15,17:45,user1
2235,Attend webinar,Education,Important,45,Saturday,11:30,12:15,user1
2236,Strategy discussion,Work,Important,45,Monday,10:00,10:45,user1
2237,Read comics,Personal,Less Important,60,Friday,17:30,18:30,user1
2238,Attend webinar,Education,Important,45,Friday,14:30,15:15,user1
2239,Jogging,Personal,Normal,60,Sunday,5:30,6:30,user1
2240,Yoga session,Personal,Normal,45,Tuesday,7:00,7:45,user1
2241,Drop off donation,Personal,More Important,60,Monday,13:15,14:15,user1
2242,Wash dishes,Personal,Normal,30,Sunday,11:45,12:15,user1
2243,Learn Python,Education,Important,45,Monday,9:15,10:00,user1
2244,Test new software features,Work,More Important,60,Monday,13:00,14:00,user1
2245,Record a song,Personal,Normal,45,Saturday,17:15,18:00,user1
2246,Read research paper,Education,Important,60,Saturday,13:45,14:45,user1
2247,Solve math problems,Education,More Important,45,Friday,18:00,18:45,user1
2248,Dinner with friends,Personal,Less Important,30,Saturday,21:00,21:30,user1
2249,Clean the bathroom,Personal,Normal,60,Saturday,10:30,11:30,user1
2250,Water the plants,Personal,Normal,30,Wednesday,8:15,8:45,user1
2251,Cycling,Personal,Normal,60,Friday,5:15,6:15,user1
2252,Get a haircut,Personal,More Important,30,Thursday,16:45,17:15,user1
2253,Watch a movie,Personal,Less Important,60,Monday,20:30,21:30,user1
2254,Grocery shopping,Personal,More Important,45,Wednesday,18:15,19:00,user1
2255,Coffee with a friend,Personal,Less Important,30,Friday,16:30,17:00,user1
2256,Take online quiz,Education,More Important,45,Sunday,12:45,13:30,user1
2257,Watch a stand-up comedy,Personal,Less Important,60,Saturday,20:00,21:00,user1
2258,Clean the kitchen,Personal,Normal,30,Thursday,14:30,15:00,user1
2259,Jogging,Personal,Normal,45,Thursday,6:15,7:00,user1
2260,Cross-department alignment,Work,Important,45,Friday,15:15,16:00,user1
2261,Project sync-up,Work,Important,60,Saturday,12:45,13:45,user1
2262,Watch a stand-up comedy,Personal,Less Important,60,Saturday,19:45,20:45,user1
2263,Water the plants,Personal,Normal,30,Tuesday,8:15,8:45,user1
2264,Clean the bathroom,Personal,Normal,60,Thursday,9:00,10:00,user1
2265,Chat with neighbors,Personal,Less Important,30,Monday,17:15,17:45,user1
2266,Play guitar,Personal,Normal,45,Wednesday,17:30,18:15,user1
2267,Join online group chat,Personal,Less Important,45,Saturday,21:00,21:45,user1
2268,Stretching session,Personal,Normal,30,Sunday,6:15,6:45,user1
2269,Practice a new language,Education,Important,45,Sunday,8:00,8:45,user1
2270,Complete a coding challenge,Education,Important,60,Monday,11:15,12:15,user1
2271,Clean the bathroom,Personal,Normal,30,Wednesday,11:15,11:45,user1
2272,Test new software features,Work,More Important,60,Saturday,12:30,13:30,user1
2273,Renew ID card,Personal,More Important,45,Saturday,10:30,11:15,user1
2274,Client discussion,Work,Important,45,Saturday,11:15,12:00,user1
2275,Buy stationery,Personal,More Important,60,Thursday,10:15,11:15,user1
2276,Mop the floor,Personal,Normal,60,Tuesday,13:15,14:15,user1
2277,Visit pharmacy,Personal,More Important,30,Friday,17:00,17:30,user1
2278,Yoga session,Personal,Normal,45,Wednesday,6:45,7:30,user1
2279,Yoga session,Personal,Normal,60,Thursday,7:15,8:15,user1
2280,Play games,Personal,Less Important,30,Sunday,17:45,18:15,user1
2281,Attend a birthday party,Personal,Less Important,45,Tuesday,18:00,18:45,user1
2282,Evening gym workout,Personal,Normal,60,Tuesday,18:30,19:30,user1
2283,Write short story,Personal,Normal,45,Tuesday,14:30,15:15,user1
2284,Clean the bathroom,Personal,Normal,45,Sunday,14:30,15:15,user1
2285,Join an online gaming session,Personal,Less Important,45,Wednesday,21:15,22:00,user1
2286,Mail documents,Personal,More Important,30,Monday,13:15,13:45,user1
2287,Home workout,Personal,Normal,45,Wednesday,8:30,9:15,user1
2288,Buy stationery,Personal,More Important,45,Friday,14:00,14:45,user1
2289,Complete a coding challenge,Education,Important,45,Monday,11:45,12:30,user1
2290,Explore new tools,Education,Important,30,Friday,17:45,18:15,user1
2291,Design a presentation,Work,More Important,30,Sunday,9:45,10:15,user1
2292,Take notes from an eBook,Education,Important,45,Monday,11:45,12:30,user1
2293,Get a haircut,Personal,More Important,30,Friday,17:15,17:45,user1
2294,Respond to work emails,Work,More Important,60,Friday,14:45,15:45,user1
2295,Reply to messages,Personal,Less Important,60,Wednesday,19:00,20:00,user1
2296,Write a poem,Personal,Normal,45,Saturday,15:30,16:15,user1
2297,Stretching session,Personal,Normal,45,Thursday,6:30,7:15,user1
2298,Clean the kitchen,Personal,Normal,45,Tuesday,17:45,18:30,user1
2299,Test new software features,Work,More Important,60,Friday,15:30,16:30,user1
2300,Grocery shopping,Personal,More Important,30,Tuesday,12:00,12:30,user1
2301,Evening gym workout,Personal,Normal,45,Friday,18:45,19:30,user1
2302,Dust shelves,Personal,Normal,45,Saturday,14:30,15:15,user1
2303,Attend webinar,Education,Important,30,Friday,13:15,13:45,user1
2304,Dinner with friends,Personal,Less Important,30,Thursday,21:15,21:45,user1
2305,Paint a picture,Personal,Normal,45,Friday,14:45,15:30,user1
2306,Plan weekend gathering,Personal,Less Important,60,Saturday,15:45,16:45,user1
2307,Take online quiz,Education,More Important,45,Thursday,13:00,13:45,user1
2308,One-on-one with supervisor,Work,Important,60,Thursday,16:30,17:30,user1
2309,Mop the floor,Personal,Normal,45,Sunday,11:00,11:45,user1
2310,Attend webinar,Education,Important,45,Wednesday,16:45,17:30,user1
2311,Evening gym workout,Personal,Normal,45,Monday,17:15,18:00,user1
2312,Write a poem,Personal,Normal,45,Saturday,13:00,13:45,user1
2313,Write a poem,Personal,Normal,60,Monday,17:00,18:00,user1
2314,Do the laundry,Personal,Normal,45,Thursday,14:45,15:30,user1
2315,Watch a movie,Personal,Less Important,30,Thursday,19:45,20:15,user1
2316,Update project status,Work,More Important,30,Wednesday,12:45,13:15,user1
2317,Water the plants,Personal,Normal,30,Monday,7:00,7:30,user1
2318,Attend a birthday party,Personal,Less Important,60,Tuesday,20:45,21:45,user1
2319,Visit pharmacy,Personal,More Important,45,Tuesday,10:30,11:15,user1
2320,Write a poem,Personal,Normal,60,Sunday,11:00,12:00,user1
2321,Do the laundry,Personal,Normal,60,Sunday,10:15,11:15,user1
2322,Create flashcards for revision,Education,More Important,45,Wednesday,11:15,12:00,user1
2323,Attend webinar,Education,Important,60,Friday,10:30,11:30,user1
2324,Summarize a chapter,Education,More Important,30,Thursday,13:45,14:15,user1
2325,Take notes from an eBook,Education,Important,60,Monday,13:30,14:30,user1
2326,Grocery shopping,Personal,More Important,30,Saturday,16:30,17:00,user1
2327,Chat with neighbors,Personal,Less Important,60,Monday,17:00,18:00,user1
2328,Watch a movie,Personal,Less Important,45,Saturday,21:15,22:00,user1
2329,Join online group chat,Personal,Less Important,30,Saturday,20:00,20:30,user1
2330,Mop the floor,Personal,Normal,60,Wednesday,11:15,12:15,user1
2331,Project sync-up,Work,Important,60,Friday,12:30,13:30,user1
2332,Watch YouTube,Personal,Less Important,45,Sunday,20:15,21:00,user1
2333,Watch online tutorial,Education,Important,45,Sunday,11:30,12:15,user1
2334,Drop off donation,Personal,More Important,45,Sunday,11:15,12:00,user1
2335,Read a book,Education,More Important,60,Tuesday,15:45,16:45,user1
2336,Respond to work emails,Work,More Important,45,Sunday,16:45,17:30,user1
2337,Read research paper,Education,Important,45,Thursday,18:00,18:45,user1
2338,Listen to music,Personal,Less Important,45,Saturday,20:00,20:45,user1
2339,Stretching session,Personal,Normal,30,Friday,6:45,7:15,user1
2340,Watch online tutorial,Education,Important,45,Friday,13:45,14:30,user1
2341,Write a summary of today's learnings,Education,More Important,30,Tuesday,15:30,16:00,user1
2342,Get a haircut,Personal,More Important,30,Wednesday,17:15,17:45,user1
2343,Paint a picture,Personal,Normal,45,Tuesday,13:30,14:15,user1
2344,Record a song,Personal,Normal,45,Saturday,18:30,19:15,user1
2345,Code review session,Work,More Important,30,Saturday,12:45,13:15,user1
2346,Pick up package,Personal,More Important,45,Friday,15:30,16:15,user1
2347,Complete a coding challenge,Education,Important,45,Thursday,16:45,17:30,user1
2348,Read a technical article,Education,Important,30,Tuesday,20:30,21:00,user1
2349,Code review session,Work,More Important,45,Monday,15:45,16:30,user1
2350,Watch a stand-up comedy,Personal,Less Important,45,Saturday,21:15,22:00,user1
2351,Play guitar,Personal,Normal,45,Wednesday,17:15,18:00,user1
2352,One-on-one with supervisor,Work,Important,60,Wednesday,11:15,12:15,user1
2353,Create flashcards for revision,Education,More Important,60,Saturday,12:45,13:45,user1
2354,Read a technical article,Education,Important,30,Wednesday,15:30,16:00,user1
2355,Join online group chat,Personal,Less Important,45,Friday,21:15,22:00,user1
2356,Wash dishes,Personal,Normal,60,Wednesday,11:15,12:15,user1
2357,Get a haircut,Personal,More Important,30,Friday,15:30,16:00,user1
2358,Evening walk,Personal,Normal,30,Tuesday,17:00,17:30,user1
2359,Read a technical article,Education,Important,60,Monday,20:30,21:30,user1
2360,Organize closet,Personal,Normal,30,Wednesday,12:15,12:45,user1
2361,Yoga session,Personal,Normal,60,Friday,6:00,7:00,user1
2362,Product demo with client,Work,Important,30,Sunday,14:00,14:30,user1
2363,Do the laundry,Personal,Normal,60,Saturday,14:15,15:15,user1
2364,Visit the bank,Personal,More Important,30,Monday,11:00,11:30,user1
2365,Cycling,Personal,Normal,60,Saturday,7:00,8:00,user1
2366,Wash dishes,Personal,Normal,30,Sunday,9:30,10:00,user1
2367,Listen to music,Personal,Less Important,30,Tuesday,19:30,20:00,user1
2368,Practice a new language,Education,Important,30,Sunday,11:00,11:30,user1
2369,Design a presentation,Work,More Important,30,Thursday,14:45,15:15,user1
2370,Project sync-up,Work,Important,60,Monday,10:45,11:45,user1
2371,Get a haircut,Personal,More Important,45,Thursday,11:00,11:45,user1
2372,Dinner with friends,Personal,Less Important,60,Friday,18:45,19:45,user1
2373,Take online quiz,Education,More Important,60,Saturday,16:00,17:00,user1
2374,Project sync-up,Work,Important,30,Thursday,11:15,11:45,user1
2375,One-on-one with supervisor,Work,Important,60,Thursday,16:45,17:45,user1
2376,Prepare budget report,Work,More Important,45,Tuesday,14:30,15:15,user1
2377,Code review session,Work,More Important,60,Thursday,11:15,12:15,user1
2378,Swimming,Personal,Normal,30,Friday,6:00,6:30,user1
2379,Write a blog post,Personal,Normal,45,Tuesday,17:15,18:00,user1
2380,Drop off donation,Personal,More Important,60,Sunday,14:15,15:15,user1
2381,Write report,Work,More Important,45,Tuesday,11:45,12:30,user1
2382,Grocery shopping,Personal,More Important,60,Saturday,12:30,13:30,user1
2383,Organize closet,Personal,Normal,45,Tuesday,12:00,12:45,user1
2384,Cross-department alignment,Work,Important,45,Tuesday,12:15,13:00,user1
2385,Jogging,Personal,Normal,30,Saturday,5:45,6:15,user1
2386,Prepare budget report,Work,More Important,30,Tuesday,12:30,13:00,user1
2387,Reply to messages,Personal,Less Important,30,Thursday,19:00,19:30,user1
2388,Listen to music,Personal,Less Important,45,Sunday,18:30,19:15,user1
2389,Summarize a chapter,Education,More Important,30,Saturday,10:00,10:30,user1
2390,Take notes from an eBook,Education,Important,45,Saturday,20:30,21:15,user1
2391,Solve math problems,Education,More Important,45,Tuesday,18:00,18:45,user1
2392,Write short story,Personal,Normal,60,Tuesday,16:45,17:45,user1
2393,Test new software features,Work,More Important,45,Tuesday,12:00,12:45,user1
2394,Product demo with client,Work,Important,30,Wednesday,10:45,11:15,user1
2395,Clean the kitchen,Personal,Normal,30,Thursday,10:30,11:00,user1
2396,Cycling,Personal,Normal,45,Thursday,5:00,5:45,user1
2397,Evening gym workout,Personal,Normal,30,Sunday,19:45,20:15,user1
2398,Listen to music,Personal,Less Important,45,Sunday,21:15,22:00,user1
2399,Write a blog post,Personal,Normal,30,Monday,16:30,17:00,user1
2400,Water the plants,Personal,Normal,30,Thursday,9:00,9:30,user1
2401,Write short story,Personal,Normal,30,Monday,11:30,12:00,user1
2402,One-on-one with supervisor,Work,Important,30,Thursday,13:30,14:00,user1
2403,Solve math problems,Education,More Important,45,Tuesday,15:15,16:00,user1
2404,Water the plants,Personal,Normal,60,Thursday,8:15,9:15,user1
2405,Drop off donation,Personal,More Important,45,Thursday,11:30,12:15,user1
2406,Plan weekend gathering,Personal,Less Important,30,Wednesday,16:00,16:30,user1
2407,Online course session,Education,Important,30,Thursday,8:45,9:15,user1
2408,Create flashcards for revision,Education,More Important,60,Tuesday,9:30,10:30,user1
2409,Dust shelves,Personal,Normal,30,Saturday,11:30,12:00,user1
2410,Stream live concert,Personal,Less Important,30,Sunday,21:30,22:00,user1
2411,Play games,Personal,Less Important,45,Monday,20:15,21:00,user1
2412,Summarize a chapter,Education,More Important,60,Saturday,17:30,18:30,user1
2413,Take notes from an eBook,Education,Important,30,Thursday,16:45,17:15,user1
2414,Swimming,Personal,Normal,60,Sunday,8:15,9:15,user1
2415,Record a song,Personal,Normal,30,Wednesday,20:30,21:00,user1
2416,Mop the floor,Personal,Normal,45,Thursday,16:00,16:45,user1
2417,Respond to work emails,Work,More Important,60,Thursday,9:00,10:00,user1
2418,Review lecture notes,Education,More Important,60,Sunday,14:30,15:30,user1
2419,Yoga session,Personal,Normal,45,Saturday,6:45,7:30,user1
2420,Strategy discussion,Work,Important,60,Wednesday,11:00,12:00,user1
2421,Solve math problems,Education,More Important,30,Wednesday,20:15,20:45,user1
2422,Watch YouTube,Personal,Less Important,60,Friday,21:30,22:30,user1
2423,Grocery shopping,Personal,More Important,60,Wednesday,18:00,19:00,user1
2424,Pick up package,Personal,More Important,45,Thursday,11:15,12:00,user1
2425,Yoga session,Personal,Normal,45,Monday,7:00,7:45,user1
2426,Listen to music,Personal,Less Important,60,Friday,18:15,19:15,user1
2427,Dust shelves,Personal,Normal,30,Sunday,15:15,15:45,user1
2428,Wash dishes,Personal,Normal,30,Wednesday,15:30,16:00,user1
2429,Grocery shopping,Personal,More Important,60,Wednesday,17:30,18:30,user1
2430,Cross-department alignment,Work,Important,45,Thursday,15:45,16:30,user1
2431,Home workout,Personal,Normal,45,Saturday,8:30,9:15,user1
2432,Listen to music,Personal,Less Important,30,Tuesday,20:15,20:45,user1
2433,Take notes from an eBook,Education,Important,30,Thursday,12:00,12:30,user1
2434,Hang out at a cafe,Personal,Less Important,60,Saturday,15:15,16:15,user1
2435,Sketch a design,Personal,Normal,60,Saturday,17:45,18:45,user1
2436,Summarize a chapter,Education,More Important,60,Wednesday,18:00,19:00,user1
2437,Strategy discussion,Work,Important,60,Thursday,11:15,12:15,user1
2438,Weekly team briefing,Work,Important,60,Wednesday,10:30,11:30,user1
2439,Stretching session,Personal,Normal,60,Monday,7:30,8:30,user1
2440,Read comics,Personal,Less Important,45,Thursday,18:45,19:30,user1
2441,Play games,Personal,Less Important,60,Tuesday,20:00,21:00,user1
2442,Evening walk,Personal,Normal,60,Thursday,19:00,20:00,user1
2443,Pick up package,Personal,More Important,60,Tuesday,17:15,18:15,user1
2444,Join an online gaming session,Personal,Less Important,60,Thursday,19:00,20:00,user1
2445,Complete a coding challenge,Education,Important,45,Wednesday,14:30,15:15,user1
2446,Write a summary of today's learnings,Education,More Important,30,Sunday,17:15,17:45,user1
2447,Hang out at a cafe,Personal,Less Important,60,Sunday,15:00,16:00,user1
2448,Record a song,Personal,Normal,60,Thursday,19:30,20:30,user1
2449,Solve math problems,Education,More Important,60,Sunday,20:30,21:30,user1
2450,Write short story,Personal,Normal,30,Monday,15:00,15:30,user1
2451,Home workout,Personal,Normal,45,Monday,8:15,9:00,user1
2452,Attend webinar,Education,Important,45,Friday,15:00,15:45,user1
2453,Online course session,Education,Important,45,Sunday,12:15,13:00,user1
2454,Practice coding,Education,Important,30,Sunday,11:00,11:30,user1
2455,Plan weekend gathering,Personal,Less Important,30,Tuesday,15:00,15:30,user1
2456,Attend a birthday party,Personal,Less Important,45,Tuesday,18:45,19:30,user1
2457,Evening gym workout,Personal,Normal,30,Monday,17:00,17:30,user1
2458,Join an online gaming session,Personal,Less Important,60,Friday,19:45,20:45,user1
2459,Swimming,Personal,Normal,30,Monday,6:15,6:45,user1
2460,Code review session,Work,More Important,30,Monday,15:00,15:30,user1
2461,Get a haircut,Personal,More Important,60,Sunday,11:30,12:30,user1
2462,Read comics,Personal,Less Important,45,Tuesday,17:45,18:30,user1
2463,Read research paper,Education,Important,30,Saturday,10:30,11:00,user1
2464,Wash dishes,Personal,Normal,30,Wednesday,15:15,15:45,user1
2465,Review lecture notes,Education,More Important,45,Wednesday,12:15,13:00,user1
2466,Design a presentation,Work,More Important,60,Monday,9:30,10:30,user1
2467,Stream live concert,Personal,Less Important,45,Saturday,19:45,20:30,user1
2468,Attend a birthday party,Personal,Less Important,45,Tuesday,21:15,22:00,user1
2469,Organize closet,Personal,Normal,30,Thursday,16:15,16:45,user1
2470,Hang out at a cafe,Personal,Less Important,30,Sunday,15:45,16:15,user1
2471,Plan weekend gathering,Personal,Less Important,60,Monday,16:45,17:45,user1
2472,Design a presentation,Work,More Important,30,Wednesday,12:45,13:15,user1
2473,Explore new tools,Education,Important,30,Friday,10:15,10:45,user1
2474,Play games,Personal,Less Important,60,Saturday,18:45,19:45,user1
2475,Learn Python,Education,Important,30,Friday,10:15,10:45,user1
2476,Listen to music,Personal,Less Important,30,Sunday,19:15,19:45,user1
2477,Write a poem,Personal,Normal,30,Wednesday,11:30,12:00,user1
2478,Take notes from an eBook,Education,Important,45,Wednesday,16:45,17:30,user1
2479,Stream live concert,Personal,Less Important,60,Friday,20:45,21:45,user1
2480,Plan weekend gathering,Personal,Less Important,45,Tuesday,14:15,15:00,user1
2481,Write short story,Personal,Normal,30,Wednesday,15:30,16:00,user1
2482,One-on-one with supervisor,Work,Important,45,Thursday,15:00,15:45,user1
2483,Summarize a chapter,Education,More Important,45,Thursday,15:45,16:30,user1
2484,Watch a movie,Personal,Less Important,30,Thursday,18:45,19:15,user1
2485,Dust shelves,Personal,Normal,45,Monday,13:15,14:00,user1
2486,Take notes from an eBook,Education,Important,60,Saturday,14:30,15:30,user1
2487,Write short story,Personal,Normal,60,Sunday,15:15,16:15,user1
2488,Swimming,Personal,Normal,45,Saturday,8:00,8:45,user1
2489,Evening walk,Personal,Normal,30,Sunday,17:15,17:45,user1
2490,Paint a picture,Personal,Normal,60,Saturday,17:00,18:00,user1
2491,Chat with neighbors,Personal,Less Important,45,Thursday,18:15,19:00,user1
2492,Visit pharmacy,Personal,More Important,60,Saturday,14:30,15:30,user1
2493,Watch a movie,Personal,Less Important,60,Sunday,20:00,21:00,user1
2494,Learn Python,Education,Important,45,Friday,10:45,11:30,user1
2495,Respond to work emails,Work,More Important,45,Saturday,10:15,11:00,user1
2496,Take notes from an eBook,Education,Important,30,Saturday,12:00,12:30,user1
2497,Test new software features,Work,More Important,30,Sunday,14:15,14:45,user1
2498,Do the laundry,Personal,Normal,45,Friday,16:15,17:00,user1
2499,Join an online gaming session,Personal,Less Important,30,Thursday,20:30,21:00,user1
2500,Visit pharmacy,Personal,More Important,45,Saturday,10:30,11:15,user1
2501,Play games,Personal,Less Important,60,Friday,18:00,19:00,user1
2502,Evening walk,Personal,Normal,60,Thursday,18:45,19:45,user1
2503,Drop off donation,Personal,More Important,60,Friday,16:45,17:45,user1
2504,Read a book,Education,More Important,30,Saturday,11:00,11:30,user1
2505,Hang out at a cafe,Personal,Less Important,60,Sunday,16:45,17:45,user1
2506,Solve math problems,Education,More Important,45,Wednesday,18:00,18:45,user1
2507,Join an online gaming session,Personal,Less Important,60,Saturday,18:45,19:45,user1
2508,Evening gym workout,Personal,Normal,45,Thursday,19:15,20:00,user1
2509,Practice a new language,Education,Important,30,Saturday,19:15,19:45,user1
2510,Water the plants,Personal,Normal,60,Saturday,7:30,8:30,user1
2511,Buy stationery,Personal,More Important,45,Thursday,17:30,18:15,user1
2512,Dinner with friends,Personal,Less Important,30,Wednesday,21:00,21:30,user1
2513,Practice a new language,Education,Important,30,Thursday,9:15,9:45,user1
2514,Clean the bathroom,Personal,Normal,45,Wednesday,12:30,13:15,user1
2515,Stretching session,Personal,Normal,60,Thursday,6:15,7:15,user1
2516,Watch a movie,Personal,Less Important,60,Thursday,21:15,22:15,user1
2517,Explore new tools,Education,Important,30,Friday,9:45,10:15,user1
2518,Pick up package,Personal,More Important,60,Monday,14:30,15:30,user1
2519,Clean the kitchen,Personal,Normal,30,Wednesday,18:45,19:15,user1
2520,Prepare budget report,Work,More Important,45,Tuesday,15:15,16:00,user1
2521,Take online quiz,Education,More Important,60,Thursday,11:45,12:45,user1
2522,Prepare budget report,Work,More Important,30,Wednesday,14:00,14:30,user1
2523,Solve math problems,Education,More Important,45,Friday,10:00,10:45,user1
2524,Chat with neighbors,Personal,Less Important,45,Sunday,19:15,20:00,user1
2525,Dinner with friends,Personal,Less Important,45,Saturday,21:15,22:00,user1
2526,Water the plants,Personal,Normal,30,Monday,7:30,8:00,user1
2527,Write short story,Personal,Normal,30,Sunday,15:45,16:15,user1
2528,Hang out at a cafe,Personal,Less Important,60,Monday,17:15,18:15,user1
2529,Stretching session,Personal,Normal,30,Wednesday,7:30,8:00,user1
2530,Vacuum the floor,Personal,Normal,45,Tuesday,13:45,14:30,user1
2531,Paint a picture,Personal,Normal,45,Sunday,18:45,19:30,user1
2532,Read research paper,Education,Important,45,Sunday,19:30,20:15,user1
2533,Renew ID card,Personal,More Important,60,Saturday,14:15,15:15,user1
2534,Take online quiz,Education,More Important,45,Monday,13:00,13:45,user1
2535,Cycling,Personal,Normal,45,Friday,7:45,8:30,user1
2536,Product demo with client,Work,Important,45,Thursday,13:45,14:30,user1
2537,Visit the bank,Personal,More Important,30,Friday,10:30,11:00,user1
2538,Mop the floor,Personal,Normal,30,Saturday,15:45,16:15,user1
2539,Drop off donation,Personal,More Important,30,Saturday,16:45,17:15,user1
2540,Drop off donation,Personal,More Important,60,Wednesday,11:30,12:30,user1
2541,Write short story,Personal,Normal,45,Thursday,10:00,10:45,user1
2542,Prepare budget report,Work,More Important,60,Friday,11:45,12:45,user1
2543,Code review session,Work,More Important,60,Thursday,14:30,15:30,user1
2544,Coffee with a friend,Personal,Less Important,30,Tuesday,15:30,16:00,user1
2545,Join an online gaming session,Personal,Less Important,60,Tuesday,22:15,23:15,user1
2546,Complete a coding challenge,Education,Important,30,Sunday,14:15,14:45,user1
2547,Evening gym workout,Personal,Normal,30,Monday,17:45,18:15,user1
2548,Read research paper,Education,Important,60,Saturday,20:45,21:45,user1
2549,Solve math problems,Education,More Important,60,Saturday,13:45,14:45,user1
2550,Swimming,Personal,Normal,60,Tuesday,7:30,8:30,user1
2551,Organize closet,Personal,Normal,60,Monday,13:30,14:30,user1
2552,Write a blog post,Personal,Normal,30,Monday,15:15,15:45,user1
2553,Pick up package,Personal,More Important,30,Monday,12:15,12:45,user1
2554,Home workout,Personal,Normal,30,Tuesday,6:15,6:45,user1
2555,Product demo with client,Work,Important,45,Friday,11:15,12:00,user1
2556,Create flashcards for revision,Education,More Important,30,Friday,10:45,11:15,user1
2557,Design a presentation,Work,More Important,60,Sunday,17:30,18:30,user1
2558,Coffee with a friend,Personal,Less Important,45,Saturday,16:15,17:00,user1
2559,Write a blog post,Personal,Normal,30,Friday,16:15,16:45,user1
2560,Update project status,Work,More Important,60,Sunday,9:00,10:00,user1
2561,Read a technical article,Education,Important,60,Wednesday,12:00,13:00,user1
2562,Swimming,Personal,Normal,45,Saturday,7:45,8:30,user1
2563,Read comics,Personal,Less Important,30,Sunday,21:00,21:30,user1
2564,Write short story,Personal,Normal,30,Tuesday,11:15,11:45,user1
2565,Update project status,Work,More Important,60,Monday,15:15,16:15,user1
2566,Write a summary of today's learnings,Education,More Important,30,Thursday,18:45,19:15,user1
2567,Evening walk,Personal,Normal,45,Saturday,18:45,19:30,user1
2568,Watch YouTube,Personal,Less Important,60,Saturday,21:45,22:45,user1
2569,Read research paper,Education,Important,60,Thursday,10:00,11:00,user1
2570,Read research paper,Education,Important,60,Saturday,17:45,18:45,user1
2571,Explore new tools,Education,Important,30,Tuesday,14:00,14:30,user1
2572,Call family,Personal,Less Important,60,Friday,18:15,19:15,user1
2573,Code review session,Work,More Important,60,Friday,11:15,12:15,user1
2574,Watch YouTube,Personal,Less Important,30,Wednesday,21:15,21:45,user1
2575,Make a scrapbook,Personal,Normal,30,Tuesday,17:15,17:45,user1
