TaskID,TaskName,Type,Importance,Duration,DayOfWeek,StartTime,EndTime,UserID,PreferredTime
1108,Do housework,Personal,Normal,45,Thursday,18:00,18:45,user1,Evening
1410,Have lunch,Personal,Normal,60,Thursday,12:00,13:00,user1,Afternoon
2695,Organize closet,Personal,Normal,30,Sunday,16:45,17:15,user1,Afternoon
1277,Meeting,Personal,Important,67,Sunday,12:00,13:07,user1,Afternoon
684,Email Responses,Personal,Less Important,23,Sunday,16:00,16:23,user1,Afternoon
2315,Watch a movie,Personal,Less Important,30,Thursday,19:45,20:15,user1,Evening
1112,Take a shower,Personal,Normal,20,Wednesday,13:30,13:50,user1,Afternoon
537,Compose music,Personal,Normal,60,Sunday,15:30,16:30,user1,Afternoon
1992,Watch a stand-up comedy,Personal,Less Important,30,Wednesday,20:00,20:30,user1,Evening
254,Make bed,Personal,Normal,10,Sunday,6:25,6:35,user1,Morning
578,Read a blog,Personal,Less Important,15,Tuesday,10:15,10:30,user1,Morning
3191,Jogging,Personal,Normal,45,Friday,5:45,6:30,user1,Morning
1620,Meal prep for the week,Personal,Normal,90,Friday,17:30,19:00,user1,Afternoon
NUCJRx7nNmUx8CVx3Keu,meeting,Work,Normal,95,Wednesday,16:00,17:35,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
NUZwI8pF8dQ8rAd84x5F,make smoothie,Personal,Less Important,10,Thursday,8:05,8:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Morning
354,Online workshop,Education,Important,120,Thursday,15:00,17:00,user1,Afternoon
2120,Strategy discussion,Work,Important,30,Monday,12:30,13:00,user1,Afternoon
1710,Have lunch,Personal,Normal,60,Thursday,12:00,13:00,user1,Afternoon
730,Learn a new language,Education,Important,60,Monday,20:00,21:00,user1,Evening
2396,Cycling,Personal,Normal,45,Thursday,5:00,5:45,user1,Morning
2910,Organize closet,Personal,Normal,30,Monday,11:45,12:15,user1,Morning
938,Clean the house,Personal,Normal,60,Wednesday,9:15,10:15,user1,Morning
1458,Take vitamins,Personal,Normal,5,Saturday,7:10,7:15,user1,Morning
2320,Write a poem,Personal,Normal,60,Sunday,11:00,12:00,user1,Morning
1849,Summarize a chapter,Education,Very Important,60,Monday,16:30,17:30,user1,Afternoon
1983,Product demo with client,Work,Important,60,Wednesday,10:00,11:00,user1,Morning
1554,Online workshop,Education,Important,120,Thursday,15:00,17:00,user1,Afternoon
2575,Make a scrapbook,Personal,Normal,30,Tuesday,17:15,17:45,user1,Afternoon
2652,Grocery shopping,Personal,Very Important,30,Friday,19:00,19:30,user1,Evening
1395,Do some light stretching,Personal,Normal,10,Thursday,6:30,6:40,user1,Morning
2005,Watch a stand-up comedy,Personal,Less Important,45,Tuesday,21:15,22:00,user1,Evening
2456,Attend a birthday party,Personal,Less Important,45,Tuesday,18:45,19:30,user1,Evening
912,Yoga practice,Personal,Normal,30,Friday,6:00,6:30,user1,Morning
1850,Design a presentation,Work,Very Important,30,Tuesday,17:45,18:15,user1,Afternoon
3075,Sketch a design,Personal,Normal,60,Sunday,16:00,17:00,user1,Afternoon
1757,Pack bag,Personal,Normal,10,Friday,7:00,7:10,user1,Morning
1001,Volunteer at a shelter,Personal,Important,120,Sunday,10:00,12:00,user1,Morning
2817,Prepare budget report,Work,Very Important,60,Wednesday,15:45,16:45,user1,Afternoon
1262,Meeting,Personal,Important,61,Saturday,6:00,7:01,user1,Morning
150,Take a shower,Personal,Normal,20,Monday,7:05,7:25,user1,Morning
1673,Drive to work,Work,Normal,30,Tuesday,8:30,9:00,user1,Morning
3068,Buy stationery,Personal,Very Important,60,Sunday,14:30,15:30,user1,Afternoon
2979,Write short story,Personal,Normal,60,Thursday,12:00,13:00,user1,Afternoon
104,Virtual networking event,Work,Normal,90,Wednesday,19:00,20:30,user1,Evening
O86M6fHuu8nAieRpjJuI,read book,Personal,Normal,45,Wednesday,14:25,15:10,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
124,Organize workspace,Work,Important,60,Tuesday,13:00,14:00,user1,Afternoon
1560,Reading,Personal,Less Important,24,Thursday,20:00,20:24,user1,Evening
1092,Try a new recipe,Personal,Normal,45,Wednesday,18:30,19:15,user1,Evening
1040,Attend a coding hackathon,Education,Very Important,240,Thursday,14:00,18:00,user1,Afternoon
949,Cooking,Personal,Normal,60,Sunday,12:15,13:15,user1,Afternoon
2862,Visit the bank,Personal,Very Important,45,Saturday,10:15,11:00,user1,Morning
1672,Drop kids off at school,Personal,Normal,30,Tuesday,8:00,8:30,user1,Morning
OAWTj1nk0OLQR6nJUnpN,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
2060,Read a technical article,Education,Important,45,Monday,18:15,19:00,user1,Evening
2924,Evening gym workout,Personal,Normal,30,Wednesday,17:00,17:30,user1,Afternoon
OCmFCRbOAgBuHew0uItu,cook,Personal,Normal,60,Tuesday,18:00,19:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
1367,Take a walk after dinner,Personal,Less Important,20,Monday,21:15,21:35,user1,Evening
1184,Wash dishes,Personal,Normal,20,Monday,19:45,20:05,user1,Evening
713,Team status update,Work,Very Important,60,Friday,11:00,12:00,user1,Morning
2181,Sketch a design,Personal,Normal,45,Sunday,18:45,19:30,user1,Evening
3124,Water the plants,Personal,Normal,45,Sunday,9:30,10:15,user1,Morning
1565,Writing,Personal,Very Important,79,Tuesday,2:00,3:19,user1,Evening
707,Attend a book club meeting,Personal,Important,90,Saturday,17:00,18:30,user1,Afternoon
2614,Watch a stand-up comedy,Personal,Less Important,45,Friday,20:15,21:00,user1,Evening
OQscR2ljC1wEUFGpFpZx,check work update,Work,Normal,20,Monday,18:50,19:10,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
1511,Learn programming,Education,Very Important,90,Thursday,19:00,20:30,user1,Evening
944,Read a book,Personal,Normal,60,Tuesday,20:15,21:15,user1,Evening
1081,Call family members,Personal,Normal,15,Tuesday,19:00,19:15,user1,Evening
527,Take care of plants,Personal,Normal,30,Saturday,14:00,14:30,user1,Afternoon
423,Research a topic of interest,Education,Important,90,Monday,15:00,16:30,user1,Afternoon
870,Check social media,Personal,Less Important,10,Thursday,15:30,15:40,user1,Afternoon
440,Attend a coding hackathon,Education,Very Important,240,Thursday,14:00,18:00,user1,Afternoon
636,Write a diary,Personal,Normal,30,Monday,22:45,23:15,user1,Evening
3213,Write short story,Personal,Normal,60,Wednesday,11:15,12:15,user1,Morning
2619,Vacuum the floor,Personal,Normal,60,Monday,10:15,11:15,user1,Morning
2170,Listen to music,Personal,Less Important,30,Sunday,19:45,20:15,user1,Evening
3188,Call family,Personal,Less Important,60,Thursday,19:30,20:30,user1,Evening
2359,Read a technical article,Education,Important,60,Monday,20:30,21:30,user1,Evening
3141,Test new software features,Work,Very Important,45,Saturday,13:30,14:15,user1,Afternoon
353,Gardening,Personal,Normal,45,Wednesday,7:30,8:15,user1,Morning
3128,Summarize a chapter,Education,Very Important,45,Tuesday,9:30,10:15,user1,Morning
2171,Product demo with client,Work,Important,30,Tuesday,14:00,14:30,user1,Afternoon
958,Yoga,Work,Very Important,46,Tuesday,19:00,19:46,user1,Evening
2012,Chat with neighbors,Personal,Less Important,60,Monday,18:45,19:45,user1,Evening
617,Write a diary,Personal,Normal,30,Wednesday,22:30,23:00,user1,Evening
1048,Relax with an audiobook,Personal,Normal,60,Friday,21:00,22:00,user1,Evening
3172,Visit pharmacy,Personal,Very Important,30,Tuesday,17:15,17:45,user1,Afternoon
3145,Buy stationery,Personal,Very Important,30,Sunday,12:15,12:45,user1,Afternoon
2802,Project sync-up,Work,Important,45,Tuesday,10:45,11:30,user1,Morning
1778,Read a blog,Personal,Less Important,15,Tuesday,10:15,10:30,user1,Morning
2728,Attend webinar,Education,Important,45,Monday,15:45,16:30,user1,Afternoon
442,Walk a pet,Personal,Normal,30,Saturday,8:00,8:30,user1,Morning
170,Make a to-do list for the day,Personal,Normal,10,Saturday,7:20,7:30,user1,Morning
2066,Mop the floor,Personal,Normal,45,Monday,11:15,12:00,user1,Morning
2419,Yoga session,Personal,Normal,45,Saturday,6:45,7:30,user1,Morning
2928,Create flashcards for revision,Education,Very Important,45,Saturday,13:30,14:15,user1,Afternoon
1582,Meeting,Work,Less Important,86,Friday,4:00,5:26,user1,Evening
1532,Check email,Work,Normal,15,Thursday,8:00,9:15,user1,Morning
673,Grocery Shopping,Personal,Important,66,Wednesday,1:00,2:06,user1,Evening
2670,Client discussion,Work,Important,60,Wednesday,12:45,13:45,user1,Afternoon
1441,Play outdoor sports,Personal,Normal,90,Sunday,16:00,17:30,user1,Afternoon
1260,Reading,Personal,Less Important,24,Thursday,20:00,20:24,user1,Evening
3165,Get a haircut,Personal,Very Important,30,Saturday,17:45,18:15,user1,Afternoon
192,Try a new recipe,Personal,Normal,45,Wednesday,18:30,19:15,user1,Evening
1003,Prepare slides for a presentation,Work,Important,90,Tuesday,9:00,10:30,user1,Morning
1399,Have breakfast,Personal,Normal,30,Tuesday,7:00,7:30,user1,Morning
PQNzCEzxmlpSzFD5mW12,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
1299,Meeting,Work,Normal,95,Monday,23:00,0:35,user1,Evening
76,Reading,Personal,Normal,64,Saturday,10:00,11:04,user1,Morning
878,Read a blog,Personal,Less Important,15,Tuesday,10:15,10:30,user1,Morning
2944,Explore new tools,Education,Important,60,Wednesday,15:15,16:15,user1,Afternoon
1557,Email Responses,Personal,Very Important,69,Monday,14:00,15:09,user1,Afternoon
3051,Practice coding,Education,Important,60,Wednesday,18:00,19:00,user1,Evening
61,Grocery Shopping,Personal,Very Important,15,Friday,22:00,22:15,user1,Evening
3002,Watch YouTube,Personal,Less Important,60,Friday,20:30,21:30,user1,Evening
620,Listen to podcast,Personal,Normal,30,Saturday,20:30,21:00,user1,Evening
2495,Respond to work emails,Work,Very Important,45,Saturday,10:15,11:00,user1,Morning
3013,Play guitar,Personal,Normal,30,Tuesday,18:00,18:30,user1,Evening
786,Clean the living room,Personal,Normal,30,Wednesday,10:00,10:30,user1,Morning
2356,Wash dishes,Personal,Normal,60,Wednesday,11:15,12:15,user1,Morning
2111,Yoga session,Personal,Normal,45,Saturday,6:00,6:45,user1,Morning
1650,Take a shower,Personal,Normal,20,Monday,7:05,7:25,user1,Morning
1132,Study online,Education,Very Important,60,Sunday,14:30,15:30,user1,Afternoon
2931,Do the laundry,Personal,Normal,45,Saturday,10:30,11:15,user1,Morning
372,Yoga,Work,Important,16,Tuesday,20:00,20:16,user1,Evening
194,Take a hot bath,Personal,Normal,30,Wednesday,20:00,20:30,user1,Evening
2429,Grocery shopping,Personal,Very Important,60,Wednesday,17:30,18:30,user1,Afternoon
Pmk4Oa0MWt64cncpF0Bw,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
569,Talk to family,Personal,Normal,20,Wednesday,17:30,17:50,user1,Afternoon
616,Work group meeting,Work,Very Important,60,Tuesday,11:00,12:00,user1,Morning
950,Learn programming,Education,Very Important,90,Monday,19:15,20:45,user1,Evening
2276,Mop the floor,Personal,Normal,60,Tuesday,13:15,14:15,user1,Afternoon
1680,Clean the bathroom,Personal,Normal,30,Tuesday,18:00,18:30,user1,Evening
2488,Swimming,Personal,Normal,45,Saturday,8:00,8:45,user1,Morning
2404,Water the plants,Personal,Normal,60,Thursday,8:15,9:15,user1,Morning
2886,Watch a movie,Personal,Less Important,60,Sunday,19:15,20:15,user1,Evening
2752,Attend a birthday party,Personal,Less Important,45,Monday,18:00,18:45,user1,Evening
1146,Attend a seminar,Education,Very Important,120,Thursday,9:00,11:00,user1,Morning
1908,Read comics,Personal,Less Important,45,Saturday,21:45,22:30,user1,Evening
1269,Reading,Personal,Less Important,82,Saturday,5:00,6:22,user1,Morning
2571,Explore new tools,Education,Important,30,Tuesday,14:00,14:30,user1,Afternoon
2895,Practice a new language,Education,Important,30,Sunday,10:45,11:15,user1,Morning
1017,Donate old clothes,Personal,Normal,60,Tuesday,16:00,17:00,user1,Afternoon
1029,Practice a musical instrument,Personal,Normal,60,Sunday,17:30,18:30,user1,Afternoon
2448,Record a song,Personal,Normal,60,Thursday,19:30,20:30,user1,Evening
456,Organize desk,Work,Normal,10,Monday,10:15,10:25,user1,Morning
1237,Prepare lecture,Work,Important,90,Tuesday,13:45,15:15,user1,Afternoon
1971,Listen to music,Personal,Less Important,60,Wednesday,19:45,20:45,user1,Evening
669,Reading,Personal,Less Important,82,Saturday,5:00,6:22,user1,Morning
1907,Client discussion,Work,Important,45,Saturday,13:15,14:00,user1,Afternoon
446,Plan a creative project,Personal,Normal,60,Wednesday,18:00,19:00,user1,Evening
3137,Practice coding,Education,Important,30,Thursday,15:15,15:45,user1,Afternoon
2463,Read research paper,Education,Important,30,Saturday,10:30,11:00,user1,Morning
789,Make a list of groceries,Personal,Normal,10,Wednesday,16:00,16:10,user1,Afternoon
1976,Stretching session,Personal,Normal,45,Wednesday,6:45,7:30,user1,Morning
871,Clear notifications,Personal,Less Important,5,Friday,15:40,15:45,user1,Afternoon
887,Take a power nap,Personal,Less Important,20,Thursday,14:00,14:20,user1,Afternoon
2761,Mop the floor,Personal,Normal,60,Friday,13:15,14:15,user1,Afternoon
3168,Join an online gaming session,Personal,Less Important,45,Friday,19:15,20:00,user1,Evening
1334,Host a podcast episode,Personal,Normal,60,Friday,20:00,21:00,user1,Evening
2797,Create flashcards for revision,Education,Very Important,30,Friday,18:45,19:15,user1,Evening
1223,Write report,Work,Important,90,Tuesday,10:45,12:15,user1,Morning
2837,Renew ID card,Personal,Very Important,45,Monday,11:45,12:30,user1,Morning
3140,Complete a coding challenge,Education,Important,30,Wednesday,17:00,17:30,user1,Afternoon
205,Go to work,Work,Very Important,60,Wednesday,9:30,10:30,user1,Morning
94,Reading,Work,Important,103,Wednesday,0:00,1:43,user1,Evening
1032,Review monthly budget,Personal,Important,45,Wednesday,19:30,20:15,user1,Evening
1503,Exercise,Personal,Less Important,45,Wednesday,6:30,7:15,user1,Morning
1320,Meal prep for the week,Personal,Normal,90,Friday,17:30,19:00,user1,Afternoon
219,Send a message,Personal,Less Important,10,Monday,23:20,23:30,user1,Evening
2382,Grocery shopping,Personal,Very Important,60,Saturday,12:30,13:30,user1,Afternoon
975,Grocery Shopping,Work,Very Important,43,Friday,7:00,7:43,user1,Morning
3004,Buy stationery,Personal,Very Important,60,Wednesday,12:00,13:00,user1,Afternoon
251,Watch a livestream,Personal,Less Important,60,Monday,19:00,20:00,user1,Evening
469,Read the news,Personal,Normal,20,Tuesday,7:00,7:20,user1,Morning
663,Yoga,Personal,Important,22,Sunday,13:00,13:22,user1,Afternoon
38,Clean the house,Personal,Normal,60,Wednesday,9:15,10:15,user1,Morning
1333,Visit a museum,Personal,Normal,120,Thursday,10:00,12:00,user1,Morning
QrkUsnDGxy1ld9ICQ8nw,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
1043,Visit the library,Education,Normal,60,Sunday,14:30,15:30,user1,Afternoon
908,Plan for the new week,Work,Important,45,Monday,8:00,8:45,user1,Morning
2059,Practice a new language,Education,Important,45,Wednesday,15:30,16:15,user1,Afternoon
1436,Take photos,Personal,Less Important,30,Sunday,17:00,17:30,user1,Afternoon
Qts6oMx0nTVmfjUbE0ns,exercise,Personal,Less Important,45,Wednesday,6:30,7:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Morning
771,Water the plants,Personal,Normal,10,Saturday,7:30,7:40,user1,Morning
325,Hang out with friends,Personal,Normal,120,Thursday,18:15,20:15,user1,Evening
1595,Meeting,Work,Very Important,82,Thursday,20:00,21:22,user1,Evening
Qybmcni6d5FX5HMoNsIH,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
1913,Organize closet,Personal,Normal,30,Thursday,12:45,13:15,user1,Afternoon
792,Try a new recipe,Personal,Normal,45,Wednesday,18:30,19:15,user1,Evening
1607,Attend a book club meeting,Personal,Important,90,Saturday,17:00,18:30,user1,Afternoon
2341,Write a summary of today's learnings,Education,Very Important,30,Tuesday,15:30,16:00,user1,Afternoon
1002,Attend a seminar on technology trends,Education,Very Important,120,Monday,14:00,16:00,user1,Afternoon
3001,One-on-one with supervisor,Work,Important,60,Tuesday,13:30,14:30,user1,Afternoon
1605,Take a long walk,Personal,Less Important,45,Thursday,7:30,8:15,user1,Morning
3122,Record a song,Personal,Normal,60,Tuesday,17:00,18:00,user1,Afternoon
207,Go shopping,Personal,Normal,60,Thursday,16:00,17:00,user1,Afternoon
RBarRRno1A0kYSQ1TEoY,exercise,Personal,Less Important,45,Monday,6:45,7:30,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Morning
2029,Project sync-up,Work,Important,30,Thursday,10:45,11:15,user1,Morning
2623,Chat with neighbors,Personal,Less Important,60,Monday,18:30,19:30,user1,Evening
1470,Check social media,Personal,Less Important,10,Thursday,15:30,15:40,user1,Afternoon
3151,Clean the kitchen,Personal,Normal,45,Tuesday,11:15,12:00,user1,Morning
2085,Stream live concert,Personal,Less Important,60,Friday,21:15,22:15,user1,Evening
RHY4glJzHkPsDmGw4Pt9,writing,Personal,Very Important,25,Wednesday,2:00,2:25,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
1016,Learn new software,Education,Important,120,Monday,9:00,11:00,user1,Morning
2790,Listen to music,Personal,Less Important,30,Thursday,20:45,21:15,user1,Evening
165,Wash dishes,Personal,Normal,15,Monday,19:30,19:45,user1,Evening
1518,Prepare lecture,Work,Important,90,Thursday,13:30,15:00,user1,Afternoon
822,Clean the room,Personal,Normal,30,Monday,11:30,12:00,user1,Morning
1998,Prepare budget report,Work,Very Important,60,Saturday,9:45,10:45,user1,Morning
2750,Yoga session,Personal,Normal,30,Monday,6:00,6:30,user1,Morning
2830,Take notes from an eBook,Education,Important,30,Thursday,19:15,19:45,user1,Evening
1797,Write a poem,Personal,Less Important,30,Sunday,18:30,19:00,user1,Evening
2202,Weekly team briefing,Work,Important,45,Thursday,9:45,10:30,user1,Morning
2653,Join an online gaming session,Personal,Less Important,45,Thursday,20:15,21:00,user1,Evening
264,Reply to messages,Personal,Normal,15,Friday,15:00,15:15,user1,Afternoon
1224,Read a book,Personal,Normal,60,Wednesday,20:15,21:15,user1,Evening
2926,Organize closet,Personal,Normal,60,Saturday,18:30,19:30,user1,Evening
1268,Email Responses,Personal,Normal,111,Friday,7:00,8:51,user1,Morning
1537,Prepare lecture,Work,Important,90,Tuesday,13:45,15:15,user1,Afternoon
2537,Visit the bank,Personal,Very Important,30,Friday,10:30,11:00,user1,Morning
RYgJGFVWt0jPy8nBn2vm,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
601,Meeting with client,Work,Very Important,60,Monday,9:00,10:00,user1,Morning
2831,Mail documents,Personal,Very Important,60,Friday,11:15,12:15,user1,Morning
1232,Check email,Work,Normal,15,Thursday,8:00,9:15,user1,Morning
3053,Take online quiz,Education,Very Important,45,Saturday,18:45,19:30,user1,Evening
2240,Yoga session,Personal,Normal,45,Tuesday,7:00,7:45,user1,Morning
365,Writing,Personal,Very Important,79,Tuesday,2:00,3:19,user1,Evening
923,Write report,Work,Important,90,Tuesday,10:45,12:15,user1,Morning
2896,Plan weekend gathering,Personal,Less Important,45,Friday,16:45,17:30,user1,Afternoon
2388,Listen to music,Personal,Less Important,45,Sunday,18:30,19:15,user1,Evening
110,Research new skills to learn,Education,Important,90,Tuesday,14:00,15:30,user1,Afternoon
1230,Learn programming,Education,Very Important,90,Tuesday,19:15,20:45,user1,Evening
1880,Evening walk,Personal,Normal,60,Thursday,19:45,20:45,user1,Evening
2956,Do the laundry,Personal,Normal,45,Wednesday,11:45,12:30,user1,Morning
RnoS10DySZg7fosnbooX,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
753,Go to work,Work,Very Important,60,Monday,8:30,9:30,user1,Morning
185,Read a book,Personal,Normal,30,Wednesday,7:15,7:45,user1,Morning
RpbH1ULQ6FIOeqZp11pU,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
544,Go jogging,Personal,Normal,30,Wednesday,6:30,7:00,user1,Morning
2225,Weekly team briefing,Work,Important,60,Wednesday,9:30,10:30,user1,Morning
1679,Clean the kitchen,Personal,Normal,30,Tuesday,17:00,17:30,user1,Afternoon
1584,Email Responses,Personal,Less Important,23,Sunday,16:00,16:23,user1,Afternoon
2035,Stream live concert,Personal,Less Important,30,Wednesday,21:30,22:00,user1,Evening
1768,Drink water,Personal,Normal,5,Tuesday,10:00,10:05,user1,Morning
3058,Complete a coding challenge,Education,Important,60,Saturday,19:15,20:15,user1,Evening
171,Water the plants,Personal,Normal,10,Saturday,7:30,7:40,user1,Morning
3257,Take online quiz,Education,Very Important,30,Saturday,13:45,14:15,user1,Afternoon
3065,Get a haircut,Personal,Very Important,60,Monday,11:00,12:00,user1,Morning
2603,Plan weekend gathering,Personal,Less Important,60,Friday,16:00,17:00,user1,Afternoon
1639,Weekly team sync-up,Work,Very Important,60,Wednesday,15:00,16:00,user1,Afternoon
2358,Evening walk,Personal,Normal,30,Tuesday,17:00,17:30,user1,Afternoon
3204,Sketch a design,Personal,Normal,45,Thursday,14:00,14:45,user1,Afternoon
2975,Read a technical article,Education,Important,45,Tuesday,18:15,19:00,user1,Evening
3251,Write a poem,Personal,Normal,30,Wednesday,11:15,11:45,user1,Morning
1914,Write a blog post,Personal,Normal,60,Sunday,16:00,17:00,user1,Afternoon
566,Do laundry,Personal,Normal,60,Sunday,15:00,16:00,user1,Afternoon
3279,Respond to work emails,Work,Very Important,30,Thursday,16:30,17:00,user1,Afternoon
2224,Take notes from an eBook,Education,Important,60,Friday,14:45,15:45,user1,Afternoon
2194,Buy stationery,Personal,Very Important,45,Wednesday,12:45,13:30,user1,Afternoon
3000,Renew ID card,Personal,Very Important,60,Sunday,10:30,11:30,user1,Morning
2939,Sketch a design,Personal,Normal,30,Monday,18:00,18:30,user1,Evening
1656,Organize desk,Work,Normal,10,Monday,10:15,10:25,user1,Morning
1928,Client discussion,Work,Important,30,Thursday,10:15,10:45,user1,Morning
2095,Weekly team briefing,Work,Important,30,Monday,10:15,10:45,user1,Morning
1397,Pack lunch,Personal,Normal,15,Thursday,7:30,7:45,user1,Morning
1523,Write report,Work,Important,90,Tuesday,10:45,12:15,user1,Morning
2478,Take notes from an eBook,Education,Important,45,Wednesday,16:45,17:30,user1,Afternoon
470,Make a to-do list for the day,Personal,Normal,10,Saturday,7:20,7:30,user1,Morning
2891,Solve math problems,Education,Very Important,60,Thursday,18:00,19:00,user1,Evening
197,Pack lunch,Personal,Normal,15,Thursday,7:30,7:45,user1,Morning
1411,Rest,Personal,Less Important,30,Tuesday,13:00,13:30,user1,Afternoon
5,Read a book,Personal,Normal,60,Friday,20:00,21:00,user1,Evening
1946,Reply to messages,Personal,Less Important,60,Thursday,21:00,22:00,user1,Evening
2847,Mop the floor,Personal,Normal,45,Saturday,14:30,15:15,user1,Afternoon
2914,Clean the bathroom,Personal,Normal,60,Thursday,12:00,13:00,user1,Afternoon
2122,Read research paper,Education,Important,45,Wednesday,21:00,21:45,user1,Evening
1255,Family dinner,Personal,Important,90,Friday,19:00,20:30,user1,Evening
1291,Grocery Shopping,Personal,Important,101,Sunday,6:00,7:41,user1,Morning
797,Pack lunch,Personal,Normal,15,Thursday,7:30,7:45,user1,Morning
3110,Call family,Personal,Less Important,45,Sunday,18:45,19:30,user1,Evening
698,Grocery Shopping,Personal,Important,50,Sunday,1:00,1:50,user1,Evening
904,Write report,Work,Important,90,Thursday,10:30,12:00,user1,Morning
1046,Plan a creative project,Personal,Normal,60,Wednesday,18:00,19:00,user1,Evening
SnLAUx8JMnoS4vM61ANi,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
2633,Cross-department alignment,Work,Important,30,Thursday,11:00,11:30,user1,Morning
2898,Vacuum the floor,Personal,Normal,60,Sunday,14:30,15:30,user1,Afternoon
1461,Organize desk,Work,Normal,15,Tuesday,8:30,8:45,user1,Morning
1222,Exercise,Personal,Less Important,45,Monday,6:45,7:30,user1,Morning
1779,Call a friend,Personal,Normal,20,Wednesday,18:00,18:20,user1,Evening
2187,Mop the floor,Personal,Normal,30,Sunday,17:00,17:30,user1,Afternoon
3078,Read comics,Personal,Less Important,30,Tuesday,19:45,20:15,user1,Evening
3088,Evening walk,Personal,Normal,60,Tuesday,17:45,18:45,user1,Afternoon
SycYCVjLGiJb0dYM2wU2,plan trip,Personal,Important,90,Thursday,14:00,15:30,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
1657,Take a short walk,Personal,Less Important,10,Monday,12:00,12:10,user1,Afternoon
2008,Write short story,Personal,Normal,45,Wednesday,10:15,11:00,user1,Morning
2317,Water the plants,Personal,Normal,30,Monday,7:00,7:30,user1,Morning
2464,Wash dishes,Personal,Normal,30,Wednesday,15:15,15:45,user1,Afternoon
1474,Check calendar,Work,Normal,10,Friday,8:15,8:25,user1,Morning
783,Plan a weekend trip,Personal,Normal,30,Tuesday,20:30,21:00,user1,Evening
474,Grocery shopping,Personal,Normal,60,Sunday,10:00,11:00,user1,Morning
2859,Join online group chat,Personal,Less Important,30,Friday,21:45,22:15,user1,Evening
2149,Hang out at a cafe,Personal,Less Important,45,Wednesday,15:00,15:45,user1,Afternoon
228,Cook dinner,Personal,Normal,60,Sunday,19:45,20:45,user1,Evening
2266,Play guitar,Personal,Normal,45,Wednesday,17:30,18:15,user1,Afternoon
2441,Play games,Personal,Less Important,60,Tuesday,20:00,21:00,user1,Evening
1486,Organize photos,Personal,Less Important,30,Wednesday,14:00,14:30,user1,Afternoon
940,Meeting with client,Work,Very Important,60,Friday,9:15,10:15,user1,Morning
2327,Chat with neighbors,Personal,Less Important,60,Monday,17:00,18:00,user1,Afternoon
2871,Solve math problems,Education,Very Important,30,Thursday,19:45,20:15,user1,Evening
295,Pay bills,Personal,Important,30,Friday,18:00,18:30,user1,Evening
1813,Join an online gaming session,Personal,Less Important,60,Tuesday,19:45,20:45,user1,Evening
1694,Take a hot bath,Personal,Normal,30,Wednesday,20:00,20:30,user1,Evening
1789,Meet new people,Social,Normal,60,Tuesday,15:00,16:00,user1,Afternoon
991,Grocery Shopping,Personal,Important,101,Sunday,6:00,7:41,user1,Morning
1313,Team status update,Work,Very Important,60,Friday,11:00,12:00,user1,Morning
1126,Garden,Personal,Normal,60,Friday,16:30,17:30,user1,Afternoon
692,Grocery Shopping,Work,Very Important,41,Monday,14:00,14:41,user1,Afternoon
1431,Go to bed early,Personal,Very Important,60,Sunday,23:30,24:30:00,user1,Evening
1273,Grocery Shopping,Personal,Important,66,Wednesday,1:00,2:06,user1,Evening
1613,Team status update,Work,Very Important,60,Friday,11:00,12:00,user1,Morning
410,Research new skills to learn,Education,Important,90,Tuesday,14:00,15:30,user1,Afternoon
2718,Paint a picture,Personal,Normal,60,Sunday,13:45,14:45,user1,Afternoon
2751,Dust shelves,Personal,Normal,60,Wednesday,16:30,17:30,user1,Afternoon
Th9DqGKIZAsKC3zhZ3gy,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
344,Read a book,Personal,Normal,60,Tuesday,20:15,21:15,user1,Evening
